System ID	EventAsscPlaceID	EventAsscObjectID	EventAsscPersonID	Name	Event short summary	Type	Date	Time	Period	Date Earliest	Date Latest	Date Notes	Place	Place Notes	Person	Person Role	Person Notes	Object	Object Notes	Event	Event Notes	Concept	Concept Notes	Consequence	Document	Document Notes	Correspondence	Photo Audio-Visual Ref	Photo Audio-Visual Notes	Primary Image	Image Publication Status	User Authority 1	User Authority 2	User Authority 3	User Authority 4	User Authority 5	User Defined Value 1	User Defined Value 2	User Defined Value 3	User Defined Value 4	User Defined Value 5	User Defined Text 1	User Defined Text 2	User Defined Text 3	User Defined Text 4	User Defined Text 5	User Authority 1 AMV	User Authority 1 AMV <Not in use>	User Authority 1 AMV Date	User Authority 1 AMV Notes	User Authority 2 AMV	User Authority 2 AMV <Not in use>	User Authority 2 AMV Date	User Authority 2 AMV Notes	User Authority 3 AMV	User Authority 3 AMV <Not in use>	User Authority 3 AMV Date	User Authority 3 AMV Notes	User Authority 4 AMV	User Authority 4 AMV <Not in use>	User Authority 4 AMV Date	User Authority 4 AMV Notes	User Authority 5 AMV	User Authority 5 AMV <Not in use>	User Authority 5 AMV Date	User Authority 5 AMV Notes	Short Name	Long Name	Definition	Images	Image Ref - Full path	Image Ref - Relative path	External File	External File Category	External File Notes	Web Address	Next Higher Term	Hierarchical Level	Sequence	Hierarchical Levels Summary	Ascending Hierarchy	<System Flag>:Ascending Name	<System Flag>:Descending Name	<System Flag>:Name	Descending Hierarchy	Current Status	Status History	Status History Date	Updated By	Update Time	Management Flag	Flag Note	Term Usage Control	System Note	Manager Note	Cataloguer	Date Catalogued	Authority Source	Authority Source Note	Originating Database	Originating Date	Originating No	Record Size
"43"	"USA"		"964, 2"	"Ida O'Keeffe dies of tuberculosis."	"Ida O'Keeffe dies of tuberculosis.; May 01 1916; United States of America/North America"	"Georgia O'Keeffe"	"May 01 1916"			"May 01 1916"	"May 01 1916"		"United States of America/North America"		"Ida O'Keeffe, Georgia O'Keeffe"	"Subject, Subject"															"No image"																																				"Ida O'Keeffe dies of tuberculosis."	"Ida O'Keeffe dies of tuberculosis."	"Ida O'Keeffe, Georgia O’Keeffe’s mother, dies of tuberculosis."											"               Ida O'Keeffe dies of tube 43             "	"Ida O'Keeffe dies of tuberculosis."	"Ida O'Keeffe dies of tuberculosis."	"Ida O'Keeffe dies of tuberculosis."	"Ida O'Keeffe dies of tuberculosis."	"Ida O'Keeffe dies of tuberculosis."	"Candidate"	"Candidate"	"Feb 21 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 21 2017, Feb 16 2017"													"241"
"137"	"USA"			"Jasper Johns paints ""Flag."""	"Jasper Johns paints ""Flag.""; 1954; United States of America/North America"	"Arts Events"	"1954"			"Jan 01 1954"	"Dec 31 1954"		"United States of America/North America"																		"No image"																																				"Jasper Johns paints ""Flag."""	"Jasper Johns paints ""Flag."""	"Jasper Johns paints ""Flag,"" an encaustic painting based on the American Flag."											"               Jasper Johns paints ""Flag 137            "	"Jasper Johns paints ""Flag."""	"Jasper Johns paints ""Flag."""	"Jasper Johns paints ""Flag."""	"Jasper Johns paints ""Flag."""	"Jasper Johns paints ""Flag."""	"Candidate"			"EBRINDLEY"	"Feb 21 2017"													"213"
"199"	"NY"			"Jean-Michel Basquiat has his first solo exhibition at Annina Nosei Gallery, in New York."	"Jean-Michel Basquiat has his first solo exhibition at Annina Nosei Gallery, in New York.; 1981; New York"	"Arts Events"	"1981"			"Jan 01 1981"	"Dec 31 1981"		"New York"																		"No image"																																				"Jean-Michel Basquiat has his first solo exhibition at Annina Nosei Gallery, in New York."	"Jean-Michel Basquiat has his first solo exhibition at Annina Nosei Gallery, in New York."	"Jean-Michel Basquiat has his first solo exhibition at Annina Nosei Gallery, in New York."											"               Jean-Michel Basquiat has  199            "	"Jean-Michel Basquiat has his first solo exhibition at Annina Nosei Gallery, in New York."	"Jean-Michel Basquiat has his first solo exhibition at Annina Nosei Gallery, in New York."	"Jean-Michel Basquiat has his first solo exhibition at Annina Nosei Gallery, in New York."	"Jean-Michel Basquiat has his first solo exhibition at Annina Nosei Gallery, in New York."	"Jean-Michel Basquiat has his first solo exhibition at Annina Nosei Gallery, in New York."	"Candidate"			"EBRINDLEY"	"Feb 21 2017"													"284"
"68"	"USA"			"Jim Crow laws go into effect in the American South."	"Jim Crow laws go into effect in the American South.; 1882; United States of America/North America"	"History and Politics"	"1882"			"Jan 01 1882"	"Dec 31 1882"		"United States of America/North America"																		"No image"																																				"Jim Crow laws go into effect in the American South."	"Jim Crow laws go into effect in the American South."	"Jim Crow laws, legalizing segregation, go into effect in the American South."											"               Jim Crow laws go into eff 68             "	"Jim Crow laws go into effect in the American South."	"Jim Crow laws go into effect in the American South."	"Jim Crow laws go into effect in the American South."	"Jim Crow laws go into effect in the American South."	"Jim Crow laws go into effect in the American South."	"Candidate"	"Candidate"	"Feb 16 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 16 2017, Feb 16 2017"													"259"
"148"	"USA"			"John Fitzgerald Kennedy is elected the forty-fourth president of the United States."	"John Fitzgerald Kennedy is elected the forty-fourth president of the United States.; 1960; United States of America/North America"	"History and Politics"	"1960"			"Jan 01 1960"	"Dec 31 1960"		"United States of America/North America"																		"No image"																																				"John Fitzgerald Kennedy is elected the forty-fourth president of the United States."	"John Fitzgerald Kennedy is elected the forty-fourth president of the United States."	"John Fitzgerald Kennedy is elected the forty-fourth present of the United States."											"               John Fitzgerald Kennedy i 148            "	"John Fitzgerald Kennedy is elected the forty-fourth president of the United States."	"John Fitzgerald Kennedy is elected the forty-fourth president of the United States."	"John Fitzgerald Kennedy is elected the forty-fourth president of the United States."	"John Fitzgerald Kennedy is elected the forty-fourth president of the United States."	"John Fitzgerald Kennedy is elected the forty-fourth president of the United States."	"Candidate"			"EBRINDLEY"	"Feb 21 2017"													"273"
"152"	"USA"			"John Glenn, Jr. is the first American to orbit the earth."	"John Glenn, Jr. is the first American to orbit the earth.; 1962; United States of America/North America"	"History and Politics"	"1962"			"Jan 01 1962"	"Dec 31 1962"		"United States of America/North America"																		"No image"																																				"John Glenn, Jr. is the first American to orbit the earth."	"John Glenn, Jr. is the first American to orbit the earth."	"John Glenn, Jr. is the first American to orbit the earth."											"               John Glenn, Jr. is the fi 152            "	"John Glenn, Jr. is the first American to orbit the earth."	"John Glenn, Jr. is the first American to orbit the earth."	"John Glenn, Jr. is the first American to orbit the earth."	"John Glenn, Jr. is the first American to orbit the earth."	"John Glenn, Jr. is the first American to orbit the earth."	"Candidate"			"EBRINDLEY"	"Feb 21 2017"													"223"
"198"	"USA"		"2"	"Laurie Lisle publishes ""Portrait of an Artist: A Biography of Georgia O’Keeffe."""	"Laurie Lisle publishes ""Portrait of an Artist: A Biography of Georgia O’Keeffe.""; 1980; United States of America/North America"	"Georgia O'Keeffe"	"1980"			"Jan 01 1980"	"Dec 31 1980"		"United States of America/North America"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Laurie Lisle publishes ""Portrait of an Artist: A Biography of Georgia O’Keeffe."""	"Laurie Lisle publishes ""Portrait of an Artist: A Biography of Georgia O’Keeffe."""	"Laurie Lisle publishes ""Portrait of an Artist: A Biography of Georgia O’Keeffe."""											"               Laurie Lisle publishes ""P 198            "	"Laurie Lisle publishes ""Portrait of an Artist: A Biography of Georgia O’Keeffe."""	"Laurie Lisle publishes ""Portrait of an Artist: A Biography of Georgia O’Keeffe."""	"Laurie Lisle publishes ""Portrait of an Artist: A Biography of Georgia O’Keeffe."""	"Laurie Lisle publishes ""Portrait of an Artist: A Biography of Georgia O’Keeffe."""	"Laurie Lisle publishes ""Portrait of an Artist: A Biography of Georgia O’Keeffe."""	"Candidate"			"EBRINDLEY"	"Feb 21 2017"													"274"
"178"	"USA"		"2"	"Macular degeneration affects Georgia O’Keeffe’s central vision."	"Macular degeneration affects Georgia O’Keeffe’s central vision.; 1971; United States of America/North America"	"Georgia O'Keeffe"	"1971"			"Jan 01 1971"	"Dec 31 1971"		"United States of America/North America"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Macular degeneration affects Georgia O’Keeffe’s central vision."	"Macular degeneration affects Georgia O’Keeffe’s central vision."	"Macular degeneration affects Georgia O’Keeffe’s central vision. She can only see peripherally."											"               Macular degeneration affe 178            "	"Macular degeneration affects Georgia O’Keeffe’s central vision."	"Macular degeneration affects Georgia O’Keeffe’s central vision."	"Macular degeneration affects Georgia O’Keeffe’s central vision."	"Macular degeneration affects Georgia O’Keeffe’s central vision."	"Macular degeneration affects Georgia O’Keeffe’s central vision."	"Candidate"	"Candidate"	"Feb 23 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 21 2017"													"295"
"104"	"809"			"Marian Anderson performs a free concert at the Lincoln Memorial after she was denied access to Constitution Hall by the Daughters of the American Revolution."	"Marian Anderson performs a free concert at the Lincoln Memorial after she was denied access to Constitution Hall by the Daughters of the American Revolution.; 1939; Washington, D.C./United States of America/North America"	"History and Politics"	"1939"			"Jan 01 1939"	"Dec 31 1939"		"Washington, D.C./United States of America/North America"																		"No image"																																				"Marian Anderson performs a free concert at the Lincoln Memorial after she was denied access to Constitution Hall by the Daughters of the American Revolution."	"Marian Anderson performs a free concert at the Lincoln Memorial after she was denied access to Constitution Hall by the Daughters of the American Revolution."	"75,000 people attend African-American contralto Marian Anderson’s free concert at the Lincoln Memorial after she was denied access to Constitution Hall by the Daughters of the American Revolution."											"               Marian Anderson performs  104            "	"Marian Anderson performs a free concert at the Lincoln Memorial after she was denied access to Constitution Hall by the Daughters of the American Revolution."	"Marian Anderson performs a free concert at the Lincoln Memorial after she was denied access to Constitution Hall by the Daughters of the American Revolution."	"Marian Anderson performs a free concert at the Lincoln Memorial after she was denied access to Constitution Hall by the Daughters of the American Revolution."	"Marian Anderson performs a free concert at the Lincoln Memorial after she was denied access to Constitution Hall by the Daughters of the American Revolution."	"Marian Anderson performs a free concert at the Lincoln Memorial after she was denied access to Constitution Hall by the Daughters of the American Revolution."	"Candidate"	"Candidate"	"Feb 23 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 16 2017"													"485"
"23"	"1259"			"Marius de Zayas organizes the first exhibition of Pablo Picasso's work in the United States at ""291""."	"Marius de Zayas organizes the first exhibition of Pablo Picasso's work in the United States at ""291"".; 1911; ""291""/New York City/New York"	"Arts Events"	"1911"			"Jan 01 1911"	"Dec 31 1911"		"""291""/New York City/New York"																		"No image"																																				"Marius de Zayas organizes the first exhibition of Pablo Picasso's work in the United States at ""291""."	"Marius de Zayas organizes the first exhibition of Pablo Picasso's work in the United States at ""291""."	"Marius de Zayas organizes the first exhibition of Pablo Picasso's work in the United States at “291” to criticism and acclaim."											"               Marius de Zayas organizes 23             "	"Marius de Zayas organizes the first exhibition of Pablo Picasso's work in the United States at ""291""."	"Marius de Zayas organizes the first exhibition of Pablo Picasso's work in the United States at ""291""."	"Marius de Zayas organizes the first exhibition of Pablo Picasso's work in the United States at ""291""."	"Marius de Zayas organizes the first exhibition of Pablo Picasso's work in the United States at ""291""."	"Marius de Zayas organizes the first exhibition of Pablo Picasso's work in the United States at ""291""."	"Candidate"	"Candidate"	"Feb 15 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 21 2017, Feb 15 2017, Feb 15 2017"													"391"
"200"	"809"			"Maya Lin completes the ""Vietnam Veterans Memorial"" in Washington, DC."	"Maya Lin completes the ""Vietnam Veterans Memorial"" in Washington, DC.; 1982; Washington, D.C./United States of America/North America"	"Arts Events"	"1982"			"Jan 01 1982"	"Dec 31 1982"		"Washington, D.C./United States of America/North America"																		"No image"																																				"Maya Lin completes the ""Vietnam Veterans Memorial"" in Washington, DC."	"Maya Lin completes the ""Vietnam Veterans Memorial"" in Washington, DC."	"Maya Lin completes the ""Vietnam Veterans Memorial"" in Washington, DC to both criticism and acclaim."											"               Maya Lin completes the ""V 200            "	"Maya Lin completes the ""Vietnam Veterans Memorial"" in Washington, DC."	"Maya Lin completes the ""Vietnam Veterans Memorial"" in Washington, DC."	"Maya Lin completes the ""Vietnam Veterans Memorial"" in Washington, DC."	"Maya Lin completes the ""Vietnam Veterans Memorial"" in Washington, DC."	"Maya Lin completes the ""Vietnam Veterans Memorial"" in Washington, DC."	"Candidate"	"Candidate"	"Feb 23 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 21 2017"													"301"
"196"	"1282"			"The Metropolitan Museum of Art opens the American Wing."	"The Metropolitan Museum of Art opens the American Wing.; 1980; The Metropolitan Museum of Art/New York City/New York"	"Arts Events"	"1980"			"Jan 01 1980"	"Dec 31 1980"		"The Metropolitan Museum of Art/New York City/New York"																		"No image"																																				"The Metropolitan Museum of Art opens the American Wing."	"The Metropolitan Museum of Art opens the American Wing."	"The Metropolitan Museum of Art opens the American Wing."											"               The Metropolitan Museum o 196            "	"The Metropolitan Museum of Art opens the American Wing."	"The Metropolitan Museum of Art opens the American Wing."	"The Metropolitan Museum of Art opens the American Wing."	"The Metropolitan Museum of Art opens the American Wing."	"The Metropolitan Museum of Art opens the American Wing."	"Candidate"	"Candidate"	"Feb 22 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 21 2017"													"244"
"92"	"1282"		"2"	"The Metropolitan Museum of Art purchases its first Georgia O'Keeffe painting."	"The Metropolitan Museum of Art purchases its first Georgia O'Keeffe painting.; 1934; The Metropolitan Museum of Art/New York City/New York"	"Arts Events"	"1934"			"Jan 01 1934"	"Dec 31 1934"		"The Metropolitan Museum of Art/New York City/New York"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"The Metropolitan Museum of Art purchases its first Georgia O'Keeffe painting."	"The Metropolitan Museum of Art purchases its first Georgia O'Keeffe painting."	"The Metropolitan Museum of Art purchases its first O’Keeffe painting, ""Black Hollyhock, Blue Larkspur"" from 1929."											"               The Metropolitan Museum o 92             "	"The Metropolitan Museum of Art purchases its first Georgia O'Keeffe painting."	"The Metropolitan Museum of Art purchases its first Georgia O'Keeffe painting."	"The Metropolitan Museum of Art purchases its first Georgia O'Keeffe painting."	"The Metropolitan Museum of Art purchases its first Georgia O'Keeffe painting."	"The Metropolitan Museum of Art purchases its first Georgia O'Keeffe painting."	"Candidate"	"Candidate"	"Feb 22 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 16 2017"													"326"
"188"	"USA"		"2"	"The monograph, ""Georgia O’Keeffe,"" is published with 108 paintings and an autobiographical text."	"The monograph, ""Georgia O’Keeffe,"" is published with 108 paintings and an autobiographical text.; 1976; United States of America/North America"	"Georgia O'Keeffe"	"1976"			"Jan 01 1976"	"Dec 31 1976"		"United States of America/North America"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"The monograph, ""Georgia O’Keeffe,"" is published with 108 paintings and an autobiographical text."	"The monograph, ""Georgia O’Keeffe,"" is published with 108 paintings and an autobiographical text."	"Viking Press publishes the monograph, ""Georgia O’Keeffe,"" with 108 paintings and an autobiographical text."											"               The monograph, ""Georgia O 188            "	"The monograph, ""Georgia O’Keeffe,"" is published with 108 paintings and an autobiographical text."	"The monograph, ""Georgia O’Keeffe,"" is published with 108 paintings and an autobiographical text."	"The monograph, ""Georgia O’Keeffe,"" is published with 108 paintings and an autobiographical text."	"The monograph, ""Georgia O’Keeffe,"" is published with 108 paintings and an autobiographical text."	"The monograph, ""Georgia O’Keeffe,"" is published with 108 paintings and an autobiographical text."	"Candidate"	"Candidate"	"Feb 23 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 21 2017"													"340"
"120"	"1279"		"2"	"The Museum of Modern Art honors Georgia O'Keeffe with the first retrospective of a woman."	"The Museum of Modern Art honors Georgia O'Keeffe with the first retrospective of a woman.; May 14 1946; Museum of Modern Art/New York City/New York"	"Georgia O'Keeffe"	"May 14 1946"			"May 14 1946"	"May 14 1946"		"Museum of Modern Art/New York City/New York"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"The Museum of Modern Art honors Georgia O'Keeffe with the first retrospective of a woman."	"The Museum of Modern Art honors Georgia O'Keeffe with the first retrospective of a woman."	"The Museum of Modern Art honors Georgia O'Keeffe with the first retrospective of a woman."											"               The Museum of Modern Art  120            "	"The Museum of Modern Art honors Georgia O'Keeffe with the first retrospective of a woman."	"The Museum of Modern Art honors Georgia O'Keeffe with the first retrospective of a woman."	"The Museum of Modern Art honors Georgia O'Keeffe with the first retrospective of a woman."	"The Museum of Modern Art honors Georgia O'Keeffe with the first retrospective of a woman."	"The Museum of Modern Art honors Georgia O'Keeffe with the first retrospective of a woman."	"Candidate"	"Candidate"	"Feb 22 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 22 2017, Feb 22 2017, Feb 17 2017"													"349"
"96"	"1279"			"The Museum of Modern Art opens ""Cubism and Abstract Art."""	"The Museum of Modern Art opens ""Cubism and Abstract Art.""; 1936; Museum of Modern Art/New York City/New York"	"Arts Events"	"1936"			"Jan 01 1936"	"Dec 31 1936"		"Museum of Modern Art/New York City/New York"																		"No image"																																				"The Museum of Modern Art opens ""Cubism and Abstract Art."""	"The Museum of Modern Art opens ""Cubism and Abstract Art."""	"The Museum of Modern Art opens ""Cubism and Abstract Art."""											"               The Museum of Modern Art  96             "	"The Museum of Modern Art opens ""Cubism and Abstract Art."""	"The Museum of Modern Art opens ""Cubism and Abstract Art."""	"The Museum of Modern Art opens ""Cubism and Abstract Art."""	"The Museum of Modern Art opens ""Cubism and Abstract Art."""	"The Museum of Modern Art opens ""Cubism and Abstract Art."""	"Candidate"	"Candidate"	"Feb 22 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 22 2017, Feb 16 2017"													"262"
"141"	"1279"		"530"	"The Museum of Modern Art opens the photography exhibition, ""The Family of Man,"" curated by Edward Steichen."	"The Museum of Modern Art opens the photography exhibition, ""The Family of Man,"" curated by Edward Steichen.; 1955; Museum of Modern Art/New York City/New York"	"Arts Events"	"1955"			"Jan 01 1955"	"Dec 31 1955"		"Museum of Modern Art/New York City/New York"		"Edward Steichen"	"Subject"															"No image"																																				"The Museum of Modern Art opens the photography exhibition, ""The Family of Man,"" curated by Edward Steichen."	"The Museum of Modern Art opens the photography exhibition, ""The Family of Man,"" curated by Edward Steichen."	"The Museum of Modern Art opens the photography exhibition, ""The Family of Man,"" curated by Edward Steichen and featuring more than 500 photographs from sixty-nine countries."											"               The Museum of Modern Art  141            "	"The Museum of Modern Art opens the photography exhibition, ""The Family of Man,"" curated by Edward Steichen."	"The Museum of Modern Art opens the photography exhibition, ""The Family of Man,"" curated by Edward Steichen."	"The Museum of Modern Art opens the photography exhibition, ""The Family of Man,"" curated by Edward Steichen."	"The Museum of Modern Art opens the photography exhibition, ""The Family of Man,"" curated by Edward Steichen."	"The Museum of Modern Art opens the photography exhibition, ""The Family of Man,"" curated by Edward Steichen."	"Candidate"	"Candidate"	"Feb 22 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 21 2017"													"421"
"160"				"Nam June Paik acquires his first portable video camera."	"Nam June Paik acquires his first portable video camera.; 1965"	"Arts Events"	"1965"			"Jan 01 1965"	"Dec 31 1965"																				"No image"																																				"Nam June Paik acquires his first portable video camera."	"Nam June Paik acquires his first portable video camera."	"Nam June Paik acquires his first portable video camera."											"               Nam June Paik acquires hi 160            "	"Nam June Paik acquires his first portable video camera."	"Nam June Paik acquires his first portable video camera."	"Nam June Paik acquires his first portable video camera."	"Nam June Paik acquires his first portable video camera."	"Nam June Paik acquires his first portable video camera."	"Candidate"			"EBRINDLEY"	"Feb 21 2017"													"209"
"186"	"1304"			"Nancy Holt completes ""Sun Tunnels,"" a large-scale land artwork oriented according to the Summer solstice, in the Great Basin Desert, Utah."	"Nancy Holt completes ""Sun Tunnels,"" a large-scale land artwork oriented according to the Summer solstice, in the Great Basin Desert, Utah.; 1976; Great Basin Desert/Utah"	"Arts Events"	"1976"			"Jan 01 1976"	"Dec 31 1976"		"Great Basin Desert/Utah"																		"No image"																																				"Nancy Holt completes ""Sun Tunnels,"" a large-scale land artwork oriented according to the Summer solstice, in the Great Basin Desert, Utah."	"Nancy Holt completes ""Sun Tunnels,"" a large-scale land artwork oriented according to the Summer solstice, in the Great Basin Desert, Utah."	"Nancy Holt completes ""Sun Tunnels,"" a large-scale land artwork oriented according to the Summer solstice, in the Great Basin Desert, Utah."											"               Nancy Holt completes ""Sun 186            "	"Nancy Holt completes ""Sun Tunnels,"" a large-scale land artwork oriented according to the Summer solstice, in the Great Basin Desert, Utah."	"Nancy Holt completes ""Sun Tunnels,"" a large-scale land artwork oriented according to the Summer solstice, in the Great Basin Desert, Utah."	"Nancy Holt completes ""Sun Tunnels,"" a large-scale land artwork oriented according to the Summer solstice, in the Great Basin Desert, Utah."	"Nancy Holt completes ""Sun Tunnels,"" a large-scale land artwork oriented according to the Summer solstice, in the Great Basin Desert, Utah."	"Nancy Holt completes ""Sun Tunnels,"" a large-scale land artwork oriented according to the Summer solstice, in the Great Basin Desert, Utah."	"Candidate"	"Candidate"	"Feb 22 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 21 2017"													"410"
"174"	"USA"		"2"	"The National Institute of Art and Letters awards Georgia O'Keeffe a gold medal in painting."	"The National Institute of Art and Letters awards Georgia O'Keeffe a gold medal in painting.; 1970; United States of America/North America"	"Georgia O'Keeffe"	"1970"			"Jan 01 1970"	"Dec 31 1970"		"United States of America/North America"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"The National Institute of Art and Letters awards Georgia O'Keeffe a gold medal in painting."	"The National Institute of Art and Letters awards Georgia O'Keeffe a gold medal in painting."	"The National Institute of Arts and Letters awards Georgia O’Keeffe a gold medal in painting."											"               The National Institute of 174            "	"The National Institute of Art and Letters awards Georgia O'Keeffe a gold medal in painting."	"The National Institute of Art and Letters awards Georgia O'Keeffe a gold medal in painting."	"The National Institute of Art and Letters awards Georgia O'Keeffe a gold medal in painting."	"The National Institute of Art and Letters awards Georgia O'Keeffe a gold medal in painting."	"The National Institute of Art and Letters awards Georgia O'Keeffe a gold medal in painting."	"Candidate"	"Candidate"	"Feb 23 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 21 2017"													"321"
"39"	"USA"			"The National Park Service is founded under President Woodrow Wilson."	"The National Park Service is founded under President Woodrow Wilson.; Aug 25 1916; United States of America/North America"	"History and Politics"	"Aug 25 1916"			"Aug 25 1916"	"Aug 25 1916"		"United States of America/North America"																		"No image"																																				"The National Park Service is founded under President Woodrow Wilson."	"The National Park Service is founded under President Woodrow Wilson."	"The National Park Service is founded under President Woodrow Wilson. Yellowstone National Park becomes its first protected area."											"               The National Park Service 39             "	"The National Park Service is founded under President Woodrow Wilson."	"The National Park Service is founded under President Woodrow Wilson."	"The National Park Service is founded under President Woodrow Wilson."	"The National Park Service is founded under President Woodrow Wilson."	"The National Park Service is founded under President Woodrow Wilson."	"Candidate"	"Candidate"	"Feb 21 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 21 2017, Feb 16 2017"													"330"
"176"	"USA"			"The National Women’s Political Caucus is formed by Gloria Steinem, Bella Abzug, and Betty Friedan."	"The National Women’s Political Caucus is formed by Gloria Steinem, Bella Abzug, and Betty Friedan.; 1971; United States of America/North America"	"History and Politics"	"1971"			"Jan 01 1971"	"Dec 31 1971"		"United States of America/North America"																		"No image"																																				"The National Women’s Political Caucus is formed by Gloria Steinem, Bella Abzug, and Betty Friedan."	"The National Women’s Political Caucus is formed by Gloria Steinem, Bella Abzug, and Betty Friedan."	"The National Women’s Political Caucus is formed by Gloria Steinem, Bella Abzug, and Betty Friedan."											"               The National Women’s Poli 176            "	"The National Women’s Political Caucus is formed by Gloria Steinem, Bella Abzug, and Betty Friedan."	"The National Women’s Political Caucus is formed by Gloria Steinem, Bella Abzug, and Betty Friedan."	"The National Women’s Political Caucus is formed by Gloria Steinem, Bella Abzug, and Betty Friedan."	"The National Women’s Political Caucus is formed by Gloria Steinem, Bella Abzug, and Betty Friedan."	"The National Women’s Political Caucus is formed by Gloria Steinem, Bella Abzug, and Betty Friedan."	"Candidate"			"EBRINDLEY"	"Feb 21 2017"													"305"
"168"	"490"			"Native American protesters begin an eighteen-month occupation of Alcatraz Island, establishing a precedent for Indian activism."	"Native American protesters begin an eighteen-month occupation of Alcatraz Island, establishing a precedent for Indian activism.; 1969; San Francisco/California"	"History and Politics"	"1969"			"Jan 01 1969"	"Dec 31 1969"		"San Francisco/California"																		"No image"																																				"Native American protesters begin an eighteen-month occupation of Alcatraz Island, establishing a precedent for Indian activism."	"Native American protesters begin an eighteen-month occupation of Alcatraz Island, establishing a precedent for Indian activism."	"Native American protesters begin eighteen-month occupation of Alcatraz Island, establishing a precedent for Indian activism."											"               Native American protester 168            "	"Native American protesters begin an eighteen-month occupation of Alcatraz Island, establishing a precedent for Indian activism."	"Native American protesters begin an eighteen-month occupation of Alcatraz Island, establishing a precedent for Indian activism."	"Native American protesters begin an eighteen-month occupation of Alcatraz Island, establishing a precedent for Indian activism."	"Native American protesters begin an eighteen-month occupation of Alcatraz Island, establishing a precedent for Indian activism."	"Native American protesters begin an eighteen-month occupation of Alcatraz Island, establishing a precedent for Indian activism."	"Candidate"	"Candidate"	"Feb 23 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 21 2017"													"384"
"169"	"USA"			"Neil Armstrong becomes the first man to set foot on the moon."	"Neil Armstrong becomes the first man to set foot on the moon.; 1969; United States of America/North America"	"History and Politics"	"1969"			"Jan 01 1969"	"Dec 31 1969"		"United States of America/North America"																		"No image"																																				"Neil Armstrong becomes the first man to set foot on the moon."	"Neil Armstrong becomes the first man to set foot on the moon."	"Neil Armstrong and Buzz Aldrin land the lunar module, ""Eagle,"" on the moon. Armstrong becomes the first man to set foot on the lunar surface."											"               Neil Armstrong becomes th 169            "	"Neil Armstrong becomes the first man to set foot on the moon."	"Neil Armstrong becomes the first man to set foot on the moon."	"Neil Armstrong becomes the first man to set foot on the moon."	"Neil Armstrong becomes the first man to set foot on the moon."	"Neil Armstrong becomes the first man to set foot on the moon."	"Candidate"	"Candidate"	"Feb 23 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 21 2017"													"335"
"25"	"NM"			"New Mexico becomes the forty-seventh state in the Union."	"New Mexico becomes the forty-seventh state in the Union.; Jan 1912; New Mexico"	"History and Politics"	"Jan 1912"			"Jan 01 1912"	"Jan 31 1912"		"New Mexico"																		"No image"																																				"New Mexico becomes the forty-seventh state in the Union."	"New Mexico becomes the forty-seventh state in the Union."	"New Mexico becomes the forty-seventh state in the Union."											"               New Mexico becomes the fo 25             "	"New Mexico becomes the forty-seventh state in the Union."	"New Mexico becomes the forty-seventh state in the Union."	"New Mexico becomes the forty-seventh state in the Union."	"New Mexico becomes the forty-seventh state in the Union."	"New Mexico becomes the forty-seventh state in the Union."	"Candidate"	"Candidate"	"Feb 16 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 16 2017, Feb 16 2017"													"244"
