System ID	Record Type	Name Type only	Title only	Firstname only	Known As only	Lastname only	Date Born Est	Date Died Ceased	Gender	Nationality	Biographical Display	Primary Occupation	Related Person System ID	Related Person Details	Originating Database	External File Details	Person URI	Cataloguer
"1448"	"Corporate"	"Preferred"				"North Carolina Museum of Art"					"The North Carolina Museum of Art (NCMA) is an art museum in Raleigh, North Carolina. It opened in 1956 as the first major museum collection in the country to be formed by state legislation and funding. Since the initial 1947 appropriation that established its collection, the Museum has continued to be a model of enlightened public policy with free admission to the permanent collection. Today, it encompasses a collection that spans more than 5,000 years of artistic work from antiquity to the present, an amphitheater for outdoor performances, and a variety of celebrated exhibitions and public programs. The Museum features over 40 galleries as well as more than a dozen major works of art in the nation's largest museum park with 164-acres (0.66 km2). One of the leading art museums in the American South, the NCMA recently completed a major expansion winning international acclaim for innovative approaches to energy-efficient design. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names      500232672"	"http://vocab.getty.edu/ulan/500232672   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500232672"	
"1449"	"Corporate"	"Preferred"				"New Britain Museum of American Art"	"1903"				"The New Britain Museum of American Art is an art museum in New Britain, Connecticut. Founded in 1903, it is the first museum in the country dedicated to American art.A total of 72,000 visits were made to the museum in the year ending June 30, 2009, and another 16,000 visits were made to the museum's satellite gallery at TheatreWorks in Hartford, Connecticut.Walnut Hill Park, designed by Frederick Law Olmsted, is next to the museum. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names      500446384"	"http://vocab.getty.edu/ulan/500446384   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500446384"	
"1450"	"Corporate"	"Preferred"				"Anderson Galleries (The)"	"1915"	"1929"		"American"		"Gallery"			"LC Name Authority File   Oct 30 2018   no2004051750"	"http://id.loc.gov/authorities/names/no2004051750   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/no2004051750"	"Debbie Garcia-Orona (Santa Fe)   Oct 30 2018"
"1451"	"Corporate"	"Preferred"				"Pennsylvania Academy of the Fine Arts"	"1805"			"American"	"The Pennsylvania Academy of the Fine Arts (PAFA) is a museum and art school in Philadelphia, Pennsylvania. It was founded in 1805 and is the first and oldest art museum and art school in the United States. The academy's museum is internationally known for its collections of 19th- and 20th-century American paintings, sculptures, and works on paper. Its archives house important materials for the study of American art history, museums, and art training. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"LC Name Authority File   Dec 18 2018   n80086348"	"http://id.loc.gov/authorities/names/n80086348   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n80086348"	"Debbie Garcia-Orona (Santa Fe)   Dec 18 2018"
"1456"	"Corporate"	"Preferred"				"National Arts Club, The"	"1898"			"American"	"The National Arts Club is a 501(c)(3) nonprofit and members club on Gramercy Park, Manhattan, New York City. It was founded in 1898 by Charles DeKay, an art and literary critic of the New York Times to ""stimulate, foster, and promote public interest in the arts and to educate the American people in the fine arts"".  Since 1906 the organization has occupied the Samuel J. Tilden House, a landmarked Victorian Gothic Revival brownstone at 15 Gramercy Park, next door to The Players, a club with similar interests. The National Arts Club is noted for allowing members access to a Gramercy Park key. ^The National Arts Club has several art galleries, and hosts a variety of public programs in all artistic areas including theater, literature and music. Although the club is private, many of its events are free and open to the public.The club's mansion headquarters was designated a New York City landmark in 1966, and declared a National Historic Landmark in 1976. It is located in the Gramercy Park Historic District. (Sourced from Wikipedia, January 2020)"	"Arts Patron"			"Union List of Artist Names   Nov 20 2018   500248032"	"http://vocab.getty.edu/ulan/500248032   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500248032"	"Debbie Garcia-Orona (Santa Fe)   Nov 20 2018"
"1457"	"Corporate"	"Preferred"				"New York Water Color Club"	"1890"			"American"	"The American Watercolor Society, founded in 1866, is a nonprofit membership organization devoted to the advancement of watercolor painting in the United States. ^Watercolor technique requires discipline, forethought, and planning of the composition, as the paintings can not be revised if mistakes occur (as one could with oil technique, for instance). AWS judges the work of a painter before granting admission to the society as an ""active"" (now ""signature"") member. Such membership in the society now is considered an indication of the painter having established a consistent style and to have demonstrated considerable skill in the medium. Transparency in the works of water color painters is highly valued. That is a technique wherein the paper surface is allowed to show through the applied paint as an integral aspect of the painting. The applicant usually must demonstrate a history of winning prizes in juried art shows with professional standing to gain admission. This type of membership in the society, generally, is signalled by ""AWS"" following the painter's name in promotional materials and biographies. Membership by others is indicated as an ""associate"" status. ^Catherine Tharp Altvater (1907–1984) was the first woman to hold office in the society. In 2008 Jim McFarlane took over presidency from Janet Walsh. (Sourced from Wikipedia, January 2020)"	"Arts Patron"			"LC Name Authority File   Nov 20 2018   n86077208"	"http://id.loc.gov/authorities/names/n86077208   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n86077208"	"Debbie Garcia-Orona (Santa Fe)   Nov 20 2018"
"1458"	"Corporate"	"Preferred"				"Philadelphia Water Color Club"	"1900"			"American"		"Arts Patron"			"LC Name Authority File   Nov 20 2018   n81139864"	"http://id.loc.gov/authorities/names/n81139864   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n81139864"	"Debbie Garcia-Orona (Santa Fe)   Nov 20 2018"
"1459"	"Corporate"	"Preferred"				"291 (Art Gallery)"	"1905"	"1917"		"American"	"291 is the commonly known name for an internationally noted art gallery that was located in Midtown Manhattan at 291 Fifth Avenue in New York City from 1905 to 1917. Originally known as the ""Little Galleries of the Photo-Secession"", the gallery was created and managed by photographer Alfred Stieglitz. ^The gallery is noted for two reasons. First, the exhibitions there helped bring art photography to the same stature in America as painting and sculpture. Pioneering artistic photographers such as Stieglitz, Edward Steichen, Alvin Langdon Coburn, Gertrude Käsebier and Clarence H. White all gained critical recognition through exhibitions at 291. Equally important, Stieglitz used this space to introduce to the United States some of the most avant-garde European artists of the time, including Henri Matisse, Auguste Rodin, Henri Rousseau, Paul Cézanne, Pablo Picasso, Constantin Brâncuși, and the Dadaists Francis Picabia and Marcel Duchamp. (Sourced from Wikipedia, January 2020)"	"Gallery"			"LC Name Authority File   Feb 20 2019   n82220933"	"http://id.loc.gov/authorities/names/n82220933   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n82220933"	"Debbie Garcia-Orona (Santa Fe)   Feb 20 2019"
"1461"	"Corporate"	"Preferred"				"Grand Central Palace"	"1917"			"American"	"The Grand Central Palace was an exhibition hall in Midtown Manhattan, New York City. The name refers to two structures, both located on Lexington Avenue near Grand Central Terminal. ^The original structure was a six-story structure built in 1893 between 43rd and 44th Streets. It was demolished during the construction of Grand Central Terminal, and a new 13-story structure was constructed between 46th and 47th Streets. The second Grand Central Palace was designed by Grand Central Terminal architects Warren and Wetmore and Reed and Stem in the Beaux-Arts architectural style, and had almost twice as much room as the original structure. The Palace served as New York's main exposition hall from 1911 until 1953, when the exhibition space was replaced by office space for the Internal Revenue Service. The building was demolished starting in 1964. Throughout its history, the Grand Central Palace hosted auto, boat, flower and trade shows, though parts of the Palace were used as office space. The first Palace was also used as a temporary railroad terminal during the construction of Grand Central Terminal in the 1900s. (Sourced from Wikipedia, January 2020)"	"Arts Patron"			"LC Name Authority File   Nov 21 2018   nr2004030819"	"http://id.loc.gov/authorities/names/nr2004030819   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/nr2004030819"	"Debbie Garcia-Orona (Santa Fe)   Nov 21 2018"
"1462"	"Corporate"	"Preferred, Business"				"People's Art Guild, At the Parish House of the Ascension"	"1915"	"1917"		"American"		"Arts Patron"				"https://books.google.com/books?id=1yYMAAAAIAAJ&pg=PA208&lpg=PA208&dq=People%27s+Art+Guild,+Parish+House+of+the+Church+of+the+Ascension&source=bl&ots=UGAyYxhbLF&sig=cOUBdYWcNVTDa6K7s8QiULtcvio&hl=en&sa=X&ved=2ahUKEwiahuSDtubeAhUL44MKHdgzBxAQ6AEwCHoECAUQAQ   Public Web Link   "		"Debbie Garcia-Orona (Santa Fe)   Nov 21 2018"
"1464"	"Corporate"	"Preferred"				"Young Women's Hebrew Association"	"1902"								"LC Name Authority File   Dec 18 2018   nr97035834"	"http://id.loc.gov/authorities/names/nr97035834   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/nr97035834"	"Debbie Garcia-Orona (Santa Fe)   Dec 18 2018"
"1466"	"Corporate"	"Preferred"				"Freehold Township Municipal Building"				"American"						"http://twp.freehold.nj.us/   Public Web Link   "		"Debbie Garcia-Orona (Santa Fe)   Dec 18 2018"
"1467"	"Corporate"	"Preferred"				"Bourgeois Galleries"	"1914"	"1932"		"American"		"Gallery"			"LC Name Authority File   Dec 20 2018   nr97031024"	"http://id.loc.gov/authorities/names/nr97031024   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/nr97031024"	"Debbie Garcia-Orona (Santa Fe)   Dec 20 2018"
"1468"	"Corporate"	"Preferred"				"Downtown Gallery (The)"	"1926"			"American"		"Gallery"			"Union List of Artist Names   Feb 20 2019   500444366"	"https://www.aaa.si.edu/collections/downtown-gallery-records-6293   Public Web Link   , http://vocab.getty.edu/ulan/500444366   LOD Equivalent URI, http://vocab.getty.edu/ulan/500444366   LOD Equivalent URI"	"http://vocab.getty.edu/ulan/500444366, http://vocab.getty.edu/ulan/500444366"	"Debbie Garcia-Orona (Santa Fe)   Dec 20 2018"
"1469"	"Corporate"	"Preferred"				"Wildenstein and Company, Wildenstein Galleries"	"1875"			"American"		"Gallery"			"LC Name Authority File   Jan 02 2019   n50052707"	"http://id.loc.gov/authorities/names/n50052707   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n50052707"	"Debbie Garcia-Orona (Santa Fe)   Jan 02 2019"
"1470"	"Corporate"	"Preferred, Former"				"Phillips Memorial Gallery, The Phillips Collection"	"1918"			"American"		"Art Museum"			"LC Name Authority File   Jan 03 2019   n87912237"	"http://id.loc.gov/authorities/names/n87912237   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n87912237"	"Debbie Garcia-Orona (Santa Fe)   Jan 03 2019"
"1471"	"Corporate"	"Preferred, Former, Subsidiary"				"Baltimore Museum of Art, Jaffe Fried Gallery, Hopkins Center, John Hopkins University"	"1914"					"Art Museum, Gallery Owner"			"LC Name Authority File   Jan 03 2019   nr2001026853"	"http://id.loc.gov/authorities/names/nr2001026853   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/nr2001026853"	"Debbie Garcia-Orona (Santa Fe)   Jan 03 2019"
"1472"	"Corporate"	"Preferred"				"Opportunity Gallery"				"American"		"Gallery"				"http://www.warholstars.org/abstract-expressionism/artists/rothko/mark_rothko.html      The Opportunity Gallery searched found in this public website. Not found in AAT or LC Authorities."		"Debbie Garcia-Orona (Santa Fe)   Jan 08 2019"
"1473"	"Corporate"	"Preferred"				"Carlton Hotel, The Ritz-Carlton"						"Arts Patron"				"http://www.ritzcarlton.com/en/hotels/washington-dc/georgetown/hotel-overview   Public Web Link   "		"Debbie Garcia-Orona (Santa Fe)   Jan 08 2019"
"1474"	"Corporate"	"Preferred"				"Atlantic City Art Association, The Municipal Art Gallery"				"American"		"Arts Patron"			"LC Name Authority File   Jan 08 2019   nr99000282"	"http://id.loc.gov/authorities/names/nr99000282   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/nr99000282"	"Debbie Garcia-Orona (Santa Fe)   Jan 08 2019"
"1475"	"Corporate"	"Preferred"				"Harvard Society for Contemporary Art"	"1929"	"1936"		"American"		"Art Museum"			"LC Name Authority File   Jan 09 2019   nr99023200"	"http://snaccooperative.org/ark:/99166/w64v2761   Public Web Link   , http://id.loc.gov/authorities/names/nr99023200   LOD Equivalent URI"	"http://id.loc.gov/authorities/names/nr99023200"	"Debbie Garcia-Orona (Santa Fe)   Jan 09 2019"
"1476"	"Corporate"	"Preferred"				"An American Place"	"1925"	"1937"		"American"		"Gallery"			"Getty Thesaurus of Geographic Names   Jan 10 2019   500303698"	"https://en.wikipedia.org/wiki/Alfred_Stieglitz#The_Intimate_Gallery_and_An_American_Place_(1925%E2%80%931937)   Public Web Link   , http://vocab.getty.edu/ulan/500303698   LOD Equivalent URI"	"http://vocab.getty.edu/ulan/500303698"	"Debbie Garcia-Orona (Santa Fe)   Jan 10 2019"
"1477"	"Corporate"	"Preferred, Subsidiary"				"Williams College Museum of Art, Lawrence Art Museum, Williams College"	"1926"			"American"	"The Williams College Museum of Art (WCMA) is a college art museum in Williamstown, Massachusetts. Situated at the Williams College campus close to Massachusetts Museum of Contemporary Art (MASS MoCA) and the Clark Art Institute. Its growing collection encompasses more than 14,000 works, with particular strengths in contemporary art, photography, prints, and Indian painting. The museum is free and open to the public. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names   Jan 10 2019    500311730"	"http://vocab.getty.edu/ulan/500311730   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500311730"	"Debbie Garcia-Orona (Santa Fe)   Jan 10 2019"
"1478"	"Corporate"	"Preferred, Former"				"Mount Holyoke College Art Museum, Dwight Art Memorial, Mount Holyoke College"	"1876"			"American"	"The Mount Holyoke College Art Museum  (established 1876) in South Hadley, Massachusetts, is located on the Mount Holyoke College campus and is a member of Museums10. It is one of the oldest teaching museums in the country, dedicated to providing firsthand experience with works of significant aesthetic and cultural value. The works in the museum's collection can be searched on the database maintained by the Five College Museums/Historic Deerfield.Working in conjunction with the Five College museums, its collection includes contemporary works from Asia, Europe, and the United States, as well as classical Egyptian, Greek, and Roman works. Other periods include medieval and Renaissance art. The collection was inaugurated by the purchase of Albert Bierstadt's Hetch Hetchy Canyon (oil, 1875) by Mrs. A. L. Williston and Mrs. E. H. Sawyer in 1876.In addition to the permanent collection, the museum offers multiple rotating exhibitions each year.In March 2016, the museum was named one of the ""35 Best College Art Museums"" in the nation by Best College Reviews. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names      500309131"	"http://vocab.getty.edu/ulan/500309131   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500309131"	
"1479"	"Corporate"	"Preferred"				"Smith College Museum of Art"	"2003"				"The Smith College Museum of Art (abbreviated SCMA), connected with the well-known Smith College, is a prominent art museum in Northampton, Massachusetts.  It is considered to be one of the most impressive college museums in the country. The museum is best known for its remarkable compilation of American and European art of the 19th and 20th centuries, including superb works by Edgar Degas, Jean-Baptiste-Camille Corot, Gustave Courbet, Paul Cézanne, Claude Monet, Georges Seurat, Albert Bierstadt, John Singer Sargent and others. First established in 1879, the collection has expanded to include nearly 25,000 works of art, including a diverse collection of non-Western art. It is also a member of the Museums10 collective, a consortium of art, science, and history museums in Western Massachusetts. The SCMA serves as an important cultural and educational resource for the communities of Smith College, the Five College Consortium, and the town of Northampton. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names   Jan 15 2019   500303747"	"http://vocab.getty.edu/ulan/500303747   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500303747"	"Debbie Garcia-Orona (Santa Fe)   Jan 15 2019"
"1480"	"Corporate"	"Preferred"				"Ohio University, College of Fine Arts"	"Early 1900"			"American"		"Art Museum"			"LC Name Authority File   Jan 15 2019   n82023809"	"http://id.loc.gov/authorities/names/n82023809   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n82023809"	"Debbie Garcia-Orona (Santa Fe)   Jan 15 2019"
"1481"	"Corporate"	"Preferred"				"University of Science and Arts of Oklahoma, Okllahoma College for Women"	"1908"			"American"		"Arts Patron"			"LC Name Authority File   Jan 15 2019   n2005173530"	"http://id.loc.gov/authorities/names/n2005173530   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n2005173530"	"Debbie Garcia-Orona (Santa Fe)   Jan 15 2019"
"1482"	"Corporate"	"Preferred, Subsidiary, Subsidiary, Former"				"University of Nebraska ( Lincoln campus), University of Nebraska Art Galleries, Sheldon Museum of Art, Sheldon Memorial Art Gallery"	"1900"					"Art Museum"			"LC Name Authority File   Jan 15 2019   n79032240"	"http://id.loc.gov/authorities/names/n79032240   LOD Equivalent URI   , http://vocab.getty.edu/ulan/500301494   LOD Equivalent URI"	"http://id.loc.gov/authorities/names/n79032240, http://vocab.getty.edu/ulan/500301494"	"Debbie Garcia-Orona (Santa Fe)   Jan 15 2019"
"1483"	"Corporate"	"Preferred, Acronym"				"Kalamazoo Institute of Arts, KIA, Kalamazoo Art Center"	"1924"			"American"	"The Kalamazoo Institute of Arts (KIA) is a non-profit art museum and school in downtown Kalamazoo, Michigan, United States. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"LC Name Authority File   Jan 17 2019   n79145194"	"http://id.loc.gov/authorities/names/n79145194   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n79145194"	"Debbie Garcia-Orona (Santa Fe)   Jan 17 2019"
"1484"	"Corporate"	"Preferred"				"University of Michigan, Museum of Art"	"1856"			"American"	"The University of Michigan Museum of Art (UMMA) in Ann Arbor, Michigan with 94,000 sq ft (8,700 m2) is one of the largest university art museums in the United States.  Built as a war memorial in 1909 for the university's fallen alumni from the Civil War, Alumni Memorial Hall originally housed U-M's Alumni office along with the university's growing art collection. ^UMMA contains a comprehensive collection that represents more than 150 years at the university, with nearly 19,000 works of art that span cultures, eras, and media. The museum's displays works by James McNeill Whistler, Franz Kline, Helen Frankenthaler, Pablo Picasso, Joshua Reynolds, Claude Monet, Max Beckmann, Walker Evans, Randolph Rogers, and Kara Walker, among many others.In the spring of 2009, the museum reopened after a major $41.9 million expansion and renovation designed by Brad Cloepfil and Allied Works Architecture, which more than doubled the size of the museum. The museum comprises the renovated Alumni Memorial Hall with 41,000 sq ft (3,800 m2) and the new 53,000 sq ft (4,900 m2) Maxine and Stuart Frankel and the Frankel Family Wing. The museum's current director is Christina Olsen, who was appointed in 2017. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names   Jan 17 2019   500305481"	"http://vocab.getty.edu/ulan/500305481   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500305481"	"Debbie Garcia-Orona (Santa Fe)   Jan 17 2019"
"1485"	"Corporate"	"Preferred, Business"				"Wisconsin Union, University of Wisconsin, Madison"	"1907"				"The University of Wisconsin–Madison (also known as University of Wisconsin, Wisconsin, UW, regionally as UW–Madison, or simply Madison) is a public research university in Madison, Wisconsin. Founded when Wisconsin achieved statehood in 1848, UW–Madison is the official state university of Wisconsin, and the flagship campus of the University of Wisconsin System. It was the first public university established in Wisconsin and remains the oldest and largest public university in the state. It became a land-grant institution in 1866. The 933-acre (378 ha) main campus, located on the shores of Lake Mendota, includes four National Historic Landmarks. The University also owns and operates a historic 1,200-acre (486 ha) arboretum established in 1932, located 4 miles (6.4 km) south of the main campus.UW–Madison is organized into 20 schools and colleges, which enrolled 30,361 undergraduate and 14,052 graduate students in 2018. Its comprehensive academic program offers 136 undergraduate majors, along with 148 master's degree programs and 120 doctoral programs. A major contributor to Wisconsin's economy, the university is the largest employer in the state, with over 21,600 faculty and staff.The UW is one of America's Public Ivy universities, which refers to top public universities in the United States capable of providing a collegiate experience comparable with the Ivy League. UW–Madison is also categorized as a Doctoral University with the Highest Research Activity in the Carnegie Classification of Institutions of Higher Education. In 2012, it had research expenditures of more than $1.1 billion, the third highest among universities in the country. Wisconsin is a founding member of the Association of American Universities. As of October 2018, 25 Nobel laureates and 2 Fields medalists have been associated with UW–Madison as alumni, faculty, or researchers. Additionally, as of November 2018, the current CEOs of 14 Fortune 500 companies have attended UW–Madison, the most of any university in the United States.Among the scientific advances made at UW–Madison are the single-grain experiment (which marked the birth of modern nutrition science), the discovery of vitamins A and B by Elmer McCollum and Marguerite Davis, the development of the anticoagulant medication warfarin by Karl Paul Link, the first chemical synthesis of a gene by Har Gobind Khorana, the discovery of the retroviral enzyme reverse transcriptase by Howard Temin, and the first synthesis of human embryonic stem cells  by James Thomson. UW–Madison was also the home of both the prominent ""Wisconsin School"" of economics and of diplomatic history, while UW–Madison professor Aldo Leopold played an important role in the development of modern environmental science and conservationism, articulating his philosophy of a ""land ethic"" in his influential book A Sand County Almanac.The Wisconsin Badgers compete in 25 intercollegiate sports in the NCAA Division I Big Ten Conference and have won 28 national championships. Wisconsin students and alumni have won 50 Olympic medals (13 gold, 24 silver, and 13 bronze). (Sourced from Wikipedia, January 2020)"	"Arts Patron"			"Union List of Artist Names   Jan 17 2019   500302305"	"http://vocab.getty.edu/ulan/500302305   LOD Equivalent URI   University of Wisconsin, Madison: Wisconsin Union"	"http://vocab.getty.edu/ulan/500302305"	"Debbie Garcia-Orona (Santa Fe)   Jan 17 2019"
"1486"	"Corporate"	"Preferred, Acronym"				"Flint Institute of Arts, FIA"	"1928"			"American"	"The Flint Institute of Arts, also called FIA, is located in the Flint Cultural Center in Flint, Michigan. The second largest art museum in Michigan, it offers exhibitions, interpretive programs, film screenings, concerts, lectures, family events and educational outreach programs to people of various ages, serving over 160,000 adults and children a year. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names   Jan 17 2019   500304792"	"http://vocab.getty.edu/ulan/500304792   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500304792"	"Debbie Garcia-Orona (Santa Fe)   Jan 17 2019"
"1487"	"Corporate"	"Preferred, Former"				"Northern illinois University, Northern Illinois State Teacher's College, De Kalb"	"1895"			"American"		"Art Museum"			"LC Name Authority File   Jan 17 2019   n97018817"	"http://id.loc.gov/authorities/names/n97018817   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n97018817"	"Debbie Garcia-Orona (Santa Fe)   Jan 17 2019"
"1488"	"Corporate"	"Preferred, Former"				"Emporia State University, Kansas State Teacher's College"	"1863"			"American"	"Emporia State University (Emporia State or ESU) is a public university in Emporia, Kansas. Established in March 1863 as the Kansas State Normal School, Emporia State is the third-oldest public university in the state of Kansas. Emporia State is one of six public universities governed by the Kansas Board of Regents.The university offers degrees in more than 80 courses of study through four colleges and/or schools: the School of Business, College of Liberal Arts and Sciences, School of Library and Information Management, and The Teachers College. ^Emporia State's intercollegiate athletic teams are known as the Hornets, with the exception of the women's teams, which are known as the Lady Hornets. Emporia State competes in NCAA Division II and has been a member of the Mid-America Intercollegiate Athletics Association (MIAA) since 1991. Since joining the NCAA Division II in 1991, the Lady Hornets basketball team is the only team to win a NCAA championship. (Sourced from Wikipedia, January 2020)"	"Arts Patron"			"LC Name Authority File   Jan 17 2019   n79055312"	"http://id.loc.gov/authorities/names/n79055312   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n79055312"	"Debbie Garcia-Orona (Santa Fe)   Jan 17 2019"
"1489"	"Corporate"	"Preferred"				"Museo Nacional Thyssen-Bornemisza"	"1920s"				"The Thyssen-Bornemisza National Museum (in Spanish, the Museo Nacional Thyssen-Bornemisza (pronounced [muˈse.o ˈtisem boɾneˈmisa]), named after its founder), or simply the Thyssen, is an art museum in Madrid, Spain, located near the Prado Museum on one of city's main boulevards. It is known as part of the ""Golden Triangle of Art"", which also includes the Prado and the Reina Sofia national galleries. The Thyssen-Bornemisza fills the historical gaps in its counterparts' collections: in the Prado's case this includes Italian primitives and works from the English, Dutch and German schools, while in the case of the Reina Sofia it concerns Impressionists, Expressionists, and European and American paintings from the 20th century. ^With over 1,600 paintings, it was once the second largest private collection in the world after the British Royal Collection. A competition was held to house the core of the collection in 1987–88 after Baron Thyssen, having tried to enlarge his Museum in Lugano (Villa Favorita), searched for a location elsewhere in Europe. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names      500302400"	"http://vocab.getty.edu/ulan/500302400   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500302400"	
"1490"	"Corporate"	"Preferred"				"Centre Georges Pompidou"					"The Centre Pompidou (French pronunciation: ​[sɑ̃tʁ pɔ̃pidu]), also known as the Pompidou Centre in English, is a complex building in the Beaubourg area of the 4th arrondissement of Paris, near Les Halles, rue Montorgueil, and the Marais. It was designed in the style of high-tech architecture by the architectural team of Richard Rogers and Renzo Piano, along with Gianfranco Franchini. ^It houses the Bibliothèque publique d'information (Public Information Library), a vast public library; the Musée National d'Art Moderne, which is the largest museum for modern art in Europe; and IRCAM, a centre for music and acoustic research. Because of its location, the Centre is known locally as Beaubourg (IPA: [bobuʁ]). It is named after Georges Pompidou, the President of France from 1969 to 1974 who commissioned the building, and was officially opened on 31 January 1977 by President Valéry Giscard d'Estaing. As of 2006, the Centre Pompidou has had over 180 million visitors since 1977 and more than 5,209,678 visitors in 2013, including 3,746,899 for the museum.The sculpture Horizontal by Alexander Calder, a free-standing mobile that is 7.6 m (25 ft) tall, was placed in front of the Centre Pompidou in 2012. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names      500271088"	"http://vocab.getty.edu/ulan/500271088   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500271088"	
"1491"	"Corporate"	"Preferred"				"Fondation Beyeler"					"The Beyeler Foundation or Fondation Beyeler with its museum in Riehen, near Basel, owns and oversees the art collection of Hildy and Ernst Beyeler. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names      500258146"	"http://vocab.getty.edu/ulan/500258146   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500258146"	
"1493"	"Corporate"	"Preferred, Former"				"Reinhardt Galleries, Roebel and Reinhardt Galleries"	"19th Century"			"American"		"Gallery"			"LC Name Authority File   Feb 21 2019   nr95041994"	"http://vocab.getty.edu/ulan/500448267   LOD Equivalent URI   , http://id.loc.gov/authorities/names/nr95041994   LOD Equivalent URI"	"http://vocab.getty.edu/ulan/500448267, http://id.loc.gov/authorities/names/nr95041994"	"Debbie Garcia-Orona (Santa Fe)   Feb 21 2019"
"1494"	"Corporate"	"Preferred, Former"				"Saint Louis Art Museum, City Art Museum"	"1909"			"American"	"The Saint Louis Art Museum is one of the principal U.S. art museums, with paintings, sculptures, cultural objects, and ancient masterpieces from all corners of the world. Its three-story building stands in Forest Park in St. Louis, Missouri, where it is visited by up to a half million people every year. Admission is free through a subsidy from the cultural tax district for St. Louis City and County.In addition to the featured exhibitions, the museum offers rotating exhibitions and installations. These include the Currents series, which features contemporary artists, as well as regular exhibitions of new media art and works on paper. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names   Jan 23 2019   500308329"	"http://vocab.getty.edu/ulan/500308329   LOD Equivalent URI   , http://id.loc.gov/authorities/names/n79005593   LOD Equivalent URI"	"http://vocab.getty.edu/ulan/500308329, http://id.loc.gov/authorities/names/n79005593"	"Debbie Garcia-Orona (Santa Fe)   Jan 23 2019"
"1495"	"Corporate"	"Preferred, Former"				"Renaissance Society Gallery at the University of Chicago, The Renaissance Society of the University of Chicago"	"1892"			"American"	"The Renaissance Society is an independent contemporary art institution based at the University of Chicago. Founded in 1915, the kunsthalle-style museum typically presents four exhibitions each year, with a focus on the commissioning and production of new work from international artists. ""The Ren"" also hosts concerts, performances, screenings, readings, and lectures, all of which are free and open to the public, and produces publications in conjunction with many of its exhibitions. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names   Feb 21 2019   500304707"	"http://vocab.getty.edu/ulan/500304707   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500304707"	"Debbie Garcia-Orona (Santa Fe)   Feb 21 2019"
