System ID	Provenance full details	Acquisition Method
"5872"		"Gift"
"5873"		"Gift"
"5885"		"Gift"
"5891"		"Gift"
"5892"		"Gift"
"59"	"(The Downtown Gallery, New York, N.Y.) ^James A. Michener, Pipersville, Pa., 1961 ^(The Downtown Gallery, New York, N.Y.) ^The artist, 1961 ^(Doris Bry, New York, N.Y.) ^Private collection, White Plains, N.Y., 1969 ^(Gerald Peters Gallery, Santa Fe, N.Mex.) ^Stéphane Janssen and Michael Johns, Santa Fe, N.Mex., 1988/1989 ^The Burnett Foundation, Fort Worth, Tex., 1996         "	"Fractional Gift"
"5903"		"Gift"
"5907"		"Gift"
"5908"		"Gift"
"5909"		"Gift"
"5910"		"Gift"
"5911"		"Gift"
"5912"		"Gift"
"5913"		"Gift"
"5914"		"Gift"
"5915"		"Gift"
"5916"		"Gift"
"5917"		"Gift"
"5918"		"Gift"
"5919"		"Gift"
"5920"		"Gift"
"5921"		"Gift"
"5922"		"Gift"
"5923"		"Gift"
"5924"		"Gift"
"5925"		"Gift"
"5926"		"Gift"
"5927"		"Gift"
"5928"		"Gift"
"5929"		"Gift"
"5930"		"Gift"
"5931"		"Gift"
"5932"		"Gift"
"5933"		"Gift"
"5934"		"Gift"
"5935"		"Gift"
"5936"		"Gift"
"5937"		"Gift"
"5938"		"Gift"
"5939"		"Gift"
"5940"		"Gift"
"5941"		"Gift"
"5942"		"Gift"
"5943"		"Gift"
"5944"		"Gift"
"5945"		"Gift"
"5946"		"Gift"
"5947"		"Gift"
"5948"		"Gift"
"5949"		"Gift"
"5950"		"Gift"
"5951"		"Gift"
"5952"		"Gift"
"5953"		"Gift"
"5954"		"Gift"
"5955"		"Gift"
"5956"		"Gift"
"5957"		"Gift"
"5958"		"Gift"
"5959"		"Gift"
"5960"		"Gift"
"5961"		"Gift"
"5962"		"Gift"
"5963"		"Gift"
"5964"		"Gift"
"5965"		"Gift"
"5966"		"Gift"
"5967"		"Gift"
"5968"		"Gift"
"5969"		"Gift"
"5970"		"Gift"
"5971"		"Gift"
"5972"		"Gift"
"5973"		"Gift"
"5974"		"Gift"
"5975"		"Gift"
"5976"		"Gift"
"5977"		"Gift"
"5978"		"Gift"
"5979"		"Gift"
"5980"		"Gift"
"5981"		"Gift"
"5982"		"Gift"
"5983"		"Gift"
"5984"		"Gift"
"5985"		"Gift"
"5986"		"Gift"
"5987"		"Gift"
"5988"		"Gift"
"5989"		"Gift"
"5990"		"Gift"
"5991"		"Gift"
"5992"		"Gift"
"5993"		"Gift"
"5994"		"Gift"
"5995"		"Gift"
"5996"		"Gift"
"5997"		"Gift"
"5998"		"Gift"
"5999"		"Gift"
"60"	"(Doris Bry, New York, N.Y.) ^Private collection, Washington, D.C., 1975 ^(Owings-Dewey Fine Art, Santa Fe, N.Mex.) ^Stéphane Janssen, Santa Fe, N.Mex., 1989         "	"Fractional Gift"
"600"	"Estate of the artist, 1986         "	"Gift"
"6000"		"Gift"
"6001"		"Gift"
"6002"		"Gift"
"6003"		"Gift"
"6004"		"Gift"
"6005"		"Gift"
"6006"		"Gift"
"6007"		"Gift"
"6008"		"Gift"
"6009"		"Gift"
"601"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6010"		"Gift"
"6011"		"Gift"
"6012"		"Gift"
"6013"		"Gift"
"6014"		"Gift"
"6015"		"Gift"
"6016"		"Gift"
"6017"		"Gift"
"6018"		"Gift"
"6019"		"Gift"
"602"	"Estate of the artist, 1986         "	"Gift"
"6020"		"Gift"
"6021"		"Gift"
"6022"		"Gift"
"6023"		"Gift"
"6024"		"Gift"
"6025"		"Gift"
"6026"		"Gift"
"6027"		"Gift"
"6028"		"Gift"
"6029"		"Gift"
"603"	"Estate of the artist, 1986         "	"Gift"
"6030"		"Gift"
"6031"		"Gift"
"6032"		"Gift"
"6033"		"Gift"
"6034"		"Gift"
"6035"		"Gift"
"6036"		"Gift"
"6037"		"Gift"
"6038"		"Gift"
"6039"		"Gift"
"604"	"Estate of the artist, 1986         "	"Gift"
"6040"		"Gift"
"6041"		"Gift"
"6042"		"Gift"
"6043"		"Gift"
"6044"		"Gift"
"6045"		"Gift"
"6046"		"Gift"
"6047"		"Gift"
"6048"		"Gift"
"6049"		"Gift"
"605"	"Estate of the artist, 1986         "	"Gift"
"6050"		"Gift"
"6051"		"Gift"
"6052"		"Gift"
"6053"		"Gift"
"6054"		"Gift"
"6055"		"Gift"
"6056"		"Gift"
"6057"		"Gift"
"6058"		"Gift"
"6059"		"Gift"
"606"	"Estate of the artist, 1986         "	"Gift"
"6060"		"Gift"
"6061"		"Gift"
"6062"		"Gift"
"6063"		"Gift"
"607"	"Estate of the artist, 1986         "	"Gift"
"608"	"Estate of the artist, 1986         "	"Gift"
"609"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6091"		"Gift"
"6092"		"Gift"
"6093"		"Gift"
"6094"		"Gift"
"6095"		"Gift"
"6096"		"Gift"
"6097"		"Gift"
"6098"		"Gift"
"6099"		"Gift"
"61"	"(Doris Bry, New York, N.Y.) ^Dr. Milton Gardner, Merrick, N.Y., 1967 ^(James Graham & Sons, New York, N.Y.) ^Gerald Peters Gallery), Santa Fe, N.Mex., 1983 ^Gulf States Paper Corporation, Tuscaloosa, Ala., 1983 ^(Gerald Peters Gallery, Santa Fe, N.Mex.)         "	"Gift"
"610"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6100"		"Gift"
"6101"		"Gift"
"6102"		"Gift"
"6103"		"Gift"
"6104"		"Gift"
"6105"		"Gift"
"6106"		"Gift"
"6107"		"Gift"
"6108"		"Gift"
"6109"		"Gift"
"611"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6110"		"Gift"
"6111"		"Gift"
"6112"		"Gift"
"6113"		"Gift"
"6114"		"Gift"
"6115"		"Gift"
"6116"		"Gift"
"6117"		"Gift"
"6118"		"Gift"
"6119"		"Gift"
"612"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6120"		"Gift"
"6121"		"Gift"
"6122"		"Gift"
"6123"		"Gift"
"6124"		"Gift"
"6125"		"Gift"
"6126"		"Gift"
"6127"		"Gift"
"6128"		"Gift"
"6129"		"Gift"
"613"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6130"		"Gift"
"6131"		"Gift"
"6132"		"Gift"
"6133"		"Gift"
"6134"		"Gift"
"6135"		"Gift"
"6136"		"Gift"
"6138"		"Gift"
"6139"		"Gift"
"614"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6140"		"Gift"
"6141"		"Gift"
"6143"		"Gift"
"6144"		"Gift"
"6145"		"Gift"
"615"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6156"		
"6159"		"Gift"
"616"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6160"		"Gift"
"6161"		"Gift"
"6162"		"Gift"
"6163"		"Gift"
"6164"		"Gift"
"6165"		"Gift"
"6167"		"Gift"
"6168"		"Gift"
"6169"		"Gift"
"617"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6170"		"Gift"
"6171"		"Gift"
"6172"		"Gift"
"6173"		"Gift"
"6174"		"Gift"
"6175"		"Gift"
"6176"		"Gift"
"6177"		"Gift"
"6178"		"Gift"
"6179"		"Gift"
"618"	"Estate of the artist, 1986         "	"Gift"
"6180"		"Gift"
"6181"		
"6182"		
"6183"		
"6184"		
"6185"		
"6186"		
"6187"		
"6188"		
"6189"		
"619"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6190"		
"6191"		
"6192"		
"6193"		
"6194"		
"6195"		
"6196"		
"6197"		
"62"	"(The Downtown Gallery, New York, N.Y.) ^Private collection, 1962 ^(Salander-O'Reilly Galleries, New York, N.Y.) ^Bill Dean, New York, N.Y., 1985 ^Daniel Liberman, St. Louis, Mo.. 1985 ^Owings-Dewey Fine Art, Santa Fe, N.Mex., 1986 ^Private collection, Excelsior, Minn., 1986 ^Owings-Dewey Fine Art, Santa Fe, N.Mex., 1988 ^Private collection, San Antonio, Tex., 1988 ^Janie C. Lee Gallery, Houston, Tex., 1991 ^(Ronnie Meyerson Inc., Bayville, N.Y.) ^Private collection, Seattle, Wash., 1993 ^(Ronnie Meyerson Inc., Bayville, N.Y.) ^Greenberg Van Doren Gallery, St. Louis, Mo., 1996 ^The Burnett Foundation, Fort Worth, Tex., 1996         "	"Gift"
"620"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"621"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"622"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"623"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6236"		
"624"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"625"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"626"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6266"		
"6267"		"Gift"
"6268"		"Gift"
"6269"		"Gift"
"627"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6270"		"Gift"
"6271"		"Gift"
"6272"		"Gift"
"6273"		"Gift"
"6274"		"Gift"
"6276"		"Gift"
"6277"		"Gift"
"6278"		"Gift"
"6279"		"Gift"
"628"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6280"		"Gift"
"6281"		"Gift"
"6282"		"Gift"
"6283"		"Gift"
"6284"		"Gift"
"6285"		"Gift"
"6286"		"Gift"
"6287"		"Gift"
"6288"		"Gift"
"6289"		"Gift"
"629"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6290"		"Gift"
"6291"		"Gift"
"6292"		"Gift"
"6293"		"Gift"
"6294"		"Gift"
"6295"		"Gift"
"6296"		"Gift"
"6297"		"Gift"
"6298"		"Gift"
"6299"		"Gift"
"63"	"Estate of the artist, 1986 ^Private collection, 1987 ^Mongerson Wunderlich, Chicago, Ill., 1995 ^Gerald Peters Gallery, Santa Fe, N.Mex., 1995 ^The Burnett Foundation, Fort Worth, Tex., 1996         "	"Burnett Foundation Gift"
"630"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6300"		"Gift"
"6301"		"Gift"
"6302"		"Gift"
"6303"		"Gift"
"6304"		"Gift"
"6305"		"Gift"
"6306"		"Gift"
"6307"		"Gift"
"6308"		"Gift"
"6309"		"Gift"
"631"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6310"		"Gift"
"6311"		"Gift"
"6312"		"Gift"
"6313"		"Gift"
"6314"		"Gift"
"6315"		"Gift"
"6316"		"Gift"
"6317"		"Gift"
"6318"		"Gift"
"6319"		"Gift"
"632"	"Estate of the artist, 1986   Georgia O'Keeffe      Abiquiu/New Mexico"	"Gift"
"6320"		"Gift"
"6321"		"Gift"
"6322"		"Gift"
"6323"		"Gift"
"6324"		"Gift"
"6325"		"Gift"
"6326"		"Gift"
"6327"		"Gift"
"6328"		"Gift"
"6329"		"Gift"
"633"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6330"		"Gift"
"6331"		"Gift"
"6332"		"Gift"
"6333"		"Gift"
"6334"		"Gift"
"6335"		"Gift"
"6336"		"Gift"
"6337"		"Gift"
"6338"		"Gift"
"634"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6340"		"Gift"
"635"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6350"		"Gift"
"6351"		"Gift"
"6352"		"Gift"
"6353"		"Gift"
"6354"		"Gift"
"6355"		"Gift"
"6356"		"Gift"
"6357"		"Gift"
"6358"		"Gift"
"6359"		"Gift"
"636"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6360"		"Gift"
"6361"		"Gift"
"6362"		"Gift"
"6363"		"Gift"
"6364"		"Gift"
"6365"		"Gift"
"6366"		"Gift"
"6367"		"Gift"
"6368"		"Gift"
"6369"		"Gift"
"637"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6370"		"Gift"
"6371"		"Gift"
"6372"		"Gift"
"6373"		"Gift"
"6374"		"Gift"
"6375"		"Gift"
"6376"		"Gift"
"6377"		"Gift"
"6378"		"Gift"
"6379"		"Gift"
"638"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6380"		"Gift"
"6381"		"Gift"
"6382"		"Gift"
"6383"		"Gift"
"6384"		"Gift"
"6385"		"Gift"
"6386"		"Gift"
"6387"		"Gift"
"6388"		"Gift"
"6389"		"Gift"
"6390"		"Gift"
"6391"		"Gift"
"6392"		"Gift"
"6393"		"Gift"
"6394"		"Gift"
"6395"		"Gift"
"6396"		"Gift"
"6397"		"Gift"
"6398"		"Gift"
"6399"		"Gift"
"64"	"Estate of the artist, 1986 ^Private collection, 1987 ^(Mongerson Wunderlich, Chicago, Ill.) ^Gerald Peters Gallery, Santa Fe, N.Mex., 1992 ^The Burnett Foundation, Fort Worth, Tex., 1996   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Burnett Foundation Gift"
"6400"		"Gift"
"6401"		"Gift"
"6402"		"Gift"
"6403"		"Gift"
"6404"		"Gift"
"6405"		"Gift"
"6406"		"Gift"
"6407"		"Gift"
"6408"		"Gift"
"6409"		"Gift"
"641"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6410"		"Gift"
"6411"		"Gift"
"6412"		"Gift"
"6413"		"Gift"
"6414"		"Gift"
"6415"		"Gift"
"6416"		"Gift"
"6417"		"Gift"
"6418"		"Gift"
"6419"		"Gift"
"642"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6420"		"Gift"
"6421"		"Gift"
"6422"		"Gift"
"6423"		"Gift"
"6424"		"Gift"
"6425"		"Gift"
"6426"		"Gift"
"6427"		"Gift"
"6428"		"Gift"
"6429"		"Gift"
"643"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6430"		"Gift"
"6431"		"Gift"
"6432"		"Gift"
"644"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"645"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6451"		"Gift"
"6452"		"Gift"
"6453"		"Gift"
"6454"		"Gift"
"6455"		"Gift"
"6456"		"Gift"
"6457"		
"6458"		"Gift"
"6459"		"Gift"
"646"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6460"		"Gift"
"6461"		"Gift"
"6462"		"Gift"
"6463"		"Gift"
"6464"		"Gift"
"6465"		"Gift"
"6466"		"Gift"
"6467"		"Gift"
"6468"		"Gift"
"6469"		"Gift"
"647"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6470"		"Gift"
"6471"		"Gift"
"6472"		"Gift"
"6473"		"Gift"
"6474"		"Gift"
"6475"		"Gift"
"6476"		"Gift"
"6477"		"Gift"
"6478"		"Gift"
"6479"		"Gift"
"648"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6480"		"Gift"
"6481"		
"6482"		
"6483"		
"6484"		
"6485"		
"6486"		
"6487"		
"6488"		
"6489"		
"649"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6490"		
"6491"		
"6492"		
"6493"		
"6497"	"Tony Vaccaro         "	"Purchase"
"6498"	"Tony Vaccaro         "	"Purchase"
"65"	"The Burnett Foundation      1996   Fort Worth/Texas, Private collection, 1987      1987, Estate of the artist, 1986   Georgia O'Keeffe   1986"	"Gift"
"650"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6500"	"Tony Vaccaro         "	"Purchase"
"6501"	"Tony Vaccaro         "	"Purchase"
"6502"	"Tony Vaccaro         "	"Purchase"
"6503"	"Tony Vaccaro         "	"Purchase"
"6504"	"Tony Vaccaro         "	"Purchase"
"6505"	"Tony Vaccaro         "	"Purchase"
"6508"		"Purchase"
"6509"	"Tony Vaccaro         "	"Purchase"
"651"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6510"	"Tony Vaccaro         "	"Purchase"
"6511"	"Tony Vaccaro         "	"Purchase"
"6512"	"Tony Vaccaro         "	"Purchase"
"6513"	"Tony Vaccaro         "	"Purchase"
"6514"	"Tony Vaccaro         "	"Purchase"
"6515"	"Tony Vaccaro         "	"Purchase"
"6516"	"Tony Vaccaro         "	"Purchase"
"6517"	"Tony Vaccaro         "	"Purchase"
"6518"	"Tony Vaccaro         "	"Purchase"
"6519"	"Tony Vaccaro         "	"Purchase"
"652"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6520"	"Tony Vaccaro         "	"Gift, Purchase"
"6521"	"Tony Vaccaro         "	"Purchase"
"6522"	"Tony Vaccaro         "	"Purchase"
"6523"	"Tony Vaccaro         "	"Purchase"
"6525"		"Gift"
"6526"		"Gift"
"6527"		"Gift"
"6528"		"Gift"
"6529"		"Purchase"
"653"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6530"		"Purchase"
"6531"		"Gift"
"6532"		"Gift"
"654"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   New Mexico"	"Gift"
"6542"		"Purchase"
"655"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6550"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6551"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6552"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6553"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6554"	"Sweeney Archive: Fine Art Photograph   James Sweeney      New York"	"Purchase"
"6555"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6556"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6557"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6558"	"Sweeney Archive: Fine Arts Photography   James Sweeney      New York"	"Purchase"
"6559"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"656"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6560"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6561"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6562"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6563"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6564"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6565"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6566"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6567"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6568"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6569"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"657"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6570"	"Sweeney Archive: Fine Art Photograph   James Sweeney      New York"	"Purchase"
"6571"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6572"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6573"	"Sweeney Archive: Fine Art Photograph   James Sweeney      New York"	"Purchase"
"6574"	"Sweeney Archives: Fine Art Photography   James Sweeney      "	"Purchase"
"6575"	"Sweeney Archive: Fine Art Photography   James Sweeney      "	"Purchase"
"6576"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6577"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6578"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6579"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"658"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6580"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6581"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6582"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6583"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6584"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6585"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6586"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6587"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6588"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6589"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"659"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6590"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6591"	"Sweeney Archives   James Sweeney      New York"	"Purchase"
"6592"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6593"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6594"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6595"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6596"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6597"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6598"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6599"	"Sweeney Archives: Fine Art Photography   James Sweeney      "	"Purchase"
"66"	"Estate of the artist, 1986 ^Gerald Peters Gallery, Santa Fe, N.Mex., 1988 ^The Burnett Foundation, Fort Worth, Tex., 1996   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Burnett Foundation Gift"
"660"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6600"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6601"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6602"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6603"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6604"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6605"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6606"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6607"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6608"	"Sweeney Archive: Fine Arts Photography   James Sweeney      New York"	"Purchase"
"6609"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"661"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"6610"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6611"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6612"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6613"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6614"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6615"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6616"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6617"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6618"	"Sweeney Archive: Fine Art Photograph   James Sweeney      New York"	"Purchase"
"6619"	"Sweeney Archive: Fine Art Photograph   James Sweeney      New York"	"Purchase"
"6620"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6621"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6622"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6623"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6624"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6625"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6626"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6627"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6628"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6629"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6630"	"Sweeney Archives: Fine Art Photographs   James Sweeney      New York"	"Purchase"
"6631"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6632"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6633"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6634"	"Sweeney Archive: Fine Arts Photography   James Sweeney      New York"	"Purchase"
"6635"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6636"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6637"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6638"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6639"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6640"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6641"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6642"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6643"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6644"	"Sweeney Archives: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6645"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6646"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6647"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
"6648"	"Sweeney Archive: Fine Art Photograph   James Sweeney      New York"	"Purchase"
"6649"	"Sweeney Archive: Fine Art Photography   James Sweeney      New York"	"Purchase"
